UTAS,UV,USE,UFE,UBE,UCO,USR,UMO,USN,USB,UCS,UBA,UW,UPT,UPB,UUR,UCD,UMN,SCU,SZN,STAS,SSE
-0.04507120120680146,0.006960982478617587,0.12867303679812692,0.13952923437937997,-0.14563715382381617,-0.0931821037741612,-0.021978537461814034,-0.02177416652733147,0.043169963301860605,-0.008112428012379706,0.15631133266425465,-0.018741817103842796,-0.1322115913542759,0.0401079777655633,0.024256213174778173,-0.02638478665498403,0.003748942357724993,0.08123666505691797,-0.02520185525101521,-0.006669453284204717,-0.13704808175746894,0.058128616076877936
-0.04320645868720623,0.021506114927123468,0.05631075117890152,0.00893447243811054,-0.02475578940168203,0.0012230130857151468,-0.0033322052866486705,0.026008478785945453,-0.0040291641118139114,0.028007241239005685,-0.09031328530742166,0.009272878965108292,-0.05786333024218449,0.03456590178859022,0.08690782650534147,-0.19531545145509346,0.08245055434531824,0.17986834905851104,-0.019158923910565204,-0.1085873392958372,-0.1531592733479287,0.06790896998205322
-0.13264165025594674,-0.1608611157647847,-0.07645643673543759,-0.0711206120275021,-0.12506050315045397,-0.09920814093658649,-0.14330158049475483,-0.10078882361694509,-0.013273624639460134,-0.04271914775769733,0.011067180432233203,-0.01294684889654144,-0.14343151604095117,0.04253568615578929,0.13483207254976284,-0.08617880594466633,-0.03433184819623738,0.019282738109993786,0.06129984486600042,0.022450921591945113,0.0368871580990658,-0.051427202455633106
-0.03381794666465907,-0.1221845181902605,0.12505559953298184,-0.0011040338280001154,-0.07895076088991597,-0.016599456853182235,-0.17116698288300453,0.03603774153886265,-0.0011543001029589509,0.1568489642194515,0.057765071398017086,-0.04963959775690931,-0.08620184644412662,-0.05723490401683518,0.017563831936885887,-0.05028321374331081,-0.03745578797649382,0.1380273974716354,0.03744162572626278,-0.13063775072184522,-0.06591115459498413,0.033114285834055665
-0.06796269398146043,-0.008051606677508837,-0.009165666362118349,0.024122928257920204,0.12335923022620329,0.036004362650651996,-0.2323230884848108,0.032385604983252686,-0.10924740009835172,-0.1287029019050095,0.027526409387184547,0.06490853181025649,-0.1869630841218341,0.034633812244141846,0.002719981773376851,-0.058664964533386176,-0.13217198768083085,0.06857905396417129,0.06952403369796185,-0.03760586964548905,-0.2412008021444229,0.05150263485729159
-0.08294340267528101,-0.12883910943136487,0.1442968395970783,0.07678744046375746,-0.18498700516016112,-0.0032878975222495775,-0.010475765264545063,-0.060778923138348984,-0.016708061266853168,-0.024158810357198635,-0.027208935507578236,-0.008306228079580107,-0.002780547136455086,0.013370141567087835,0.00271663101049003,-0.14122345861456784,0.06698154974350731,0.15729530457955385,0.05770968912006777,-0.04840162070333782,-0.18072511187048698,0.03039697504556303
-0.05006173532382984,0.04629407029482628,0.021903037928249016,0.10517454259737345,-0.008947924874502241,0.11770382387011387,0.06446268115367643,-0.011690341646800237,-0.16431409307879483,-0.02107092897973332,0.04973182342495995,0.1265514442452197,-0.11518820105595258,-0.007088983863979279,0.01801615398597792,-0.19332970347035935,0.05294569076935543,0.2069419024227571,-0.02059126810280776,-0.07572413296289242,-0.05695397744692187,-0.0014491454648872112
0.08716345996812587,-0.11494890266376274,0.03656714167505305,-0.02327519699656286,0.05059427278543556,-0.07033497995136068,0.0937071747126228,0.009155614452329664,-0.10201324179397787,-0.06515643873803198,0.09643826436589042,-0.018406706628662114,-0.2279468335014707,-0.03479552543912781,0.22067016889955937,-0.0798954931201043,-0.02154693969418085,0.07380700679418449,0.050902828270253,-0.02156300364225995,-0.02286474401562585,-0.007038006238919589
-0.11246076614016208,-0.13731613335567094,-0.2111284599493843,-0.0017775127052006908,-0.05132938290670075,0.09911432075466861,-0.04928279684129911,-0.15699994052669644,-0.0200587034971925,0.03196291955475913,0.040914726084771307,0.03246261530386691,-0.13878581832553274,-0.06308784092142442,-0.02771162355174801,-0.14883518722241806,-0.09602713695355676,0.08565107622105803,0.10591688417923692,-0.13116893560490578,-0.10688028091770825,0.01044560078544719
0.03443449212318096,-0.07637041380465738,0.0002898298213123278,0.18099636204690578,-0.0625888904172701,0.1408349829012733,0.02815705090633696,-0.0037183689436314166,-0.1699838163313825,-0.03204082681510751,0.05189143910202713,0.02663753849055498,-0.026366136817584845,0.05712600643264899,0.028705123915472603,-0.08860551668360198,-0.05914517660999877,0.12275646240560882,0.008596050943084127,-0.028771892203571778,-0.15900948481499827,0.004908678476561389
-0.11398568770985677,-0.0013997366384284919,0.05969676662891621,0.00928129442241992,-0.12837870198866433,-0.05471410298987731,-0.08282794438115279,0.10142997271909394,-0.17974069184581568,-0.05031066679650856,0.025803403596739237,0.04096163511567933,-0.2447139111220963,0.08703854974228195,0.121208288191045,-0.08514290165886018,0.019825429097712507,0.14651462027558368,-0.043124476462687175,-0.09501256492088021,-0.0032040569644184286,0.04390350142500992
-0.08057617594922772,-0.10170305051356433,0.03844017815368406,0.04830281738539866,0.0012645604355079397,-0.07185375433528714,-0.006870480305437278,0.0063327084391234375,-0.06868348418301207,-0.06159286145542596,0.08242091005272623,0.021311723961342992,-0.05847950839113044,0.013305612238977908,0.05428319645722,-0.1484206681880729,-0.02337995710335696,0.21642690632722858,-0.05371573031778479,0.14551647131186943,-0.08738718816067122,0.06558368508094445
-0.11108430586520024,-0.04288264380916965,-0.07466428547213963,0.02024634024644745,-0.06609486092236294,-0.04773548585568484,0.04194683015799655,-0.05390870802235715,-0.0346744692739929,-0.000831853367219915,0.03531768070404569,-0.07332067345094331,-0.05189011557564351,0.14402515595080673,0.1262975895002913,-0.03917188115184622,0.0029388455545576743,0.0529740189748505,-0.06953275976026395,-0.014340796635212493,-0.12993677312157367,-0.04293862357015143
